0	10
1	10
2	10
3	10
4	10
5	10
6	10
7	10
8	10
9	10
10	10
11	10
12	10
13	10
14	10
15	10
16	10
17	10
18	10
19	10
20	10
21	10
22	10
23	10
24	10
25	10
26	10
27	10
28	10
29	10
30	10
31	10
32	10
33	10
34	10
35	10
36	10
37	10
38	10
39	10
40	10
41	10
42	10
43	10
44	10
45	10
46	10
47	10
48	10
49	10
50	10
51	10
52	10
53	10
54	10
55	10
56	10
57	10
58	10
59	10
60	10
61	10
62	10
63	10
64	10
65	10
66	10
67	0.1
68	0.1
69	0.1
70	0.1
71	0.1
72	0.1
73	0.1
74	0.1
75	0.1
76	0.1
77	0.1
78	0.1
79	0.1
80	0.1
81	0.1
82	0.1
83	10
84	10
85	10
86	10
87	10
88	10
89	10
90	10
91	10
92	10
93	10
94	10
95	10
96	10
97	10
98	10
99	10
100	10
101	10
102	10
103	10
104	10
105	10
106	10
107	10
108	10
109	10
110	10
111	10
112	10
113	10
114	10
115	10
116	10
117	10
118	10
119	10
120	10
121	10
122	10
123	10
124	10
125	10
126	10
127	10
128	10
129	0.1
130	0.1
131	0.1
132	0.1
133	0.1
134	0.1
135	0.1
136	0.1
137	0.1
138	0.1
139	0.1
140	0.1
141	0.1
142	0.1
143	0.1
144	0.1
145	0.1
146	0.1
147	0.1
148	0.1
149	0.1
150	0.1
151	0.1
152	0.1
153	0.1
154	0.1
155	0.1
156	0.1
157	0.1
158	0.1
159	0.1
160	0.1
161	10
162	10
163	10
164	10
165	10
166	10
167	10
168	10
169	10
170	10
171	10
172	10
173	10
174	10
175	10
176	10
177	10
178	10
179	10
180	10
181	0.15
182	0.15
183	0.15
184	0.15
185	0.15
186	0.15
187	0.15
188	0.15
189	0.15
190	0.15
191	0.15
192	0.15
193	0.15
194	0.15
195	0.15
196	0.15
197	0.15
198	0.15
199	0.15
200	0.15
201	0.15
202	0.15
203	0.15
204	0.15
205	0.15
206	0.15
207	0.15
208	0.15
209	0.15
210	0.15
211	0.15
212	0.15
213	0.15
214	0.15
215	0.15
216	0.15
217	0.15
218	0.15
219	0.15
220	0.15
221	0.15
222	0.15
223	0.15
224	0.15
225	0.15
226	0.15
227	0.15
228	0.27
229	0.27
230	0.27
231	0.27
232	0.27
233	0.27
234	0.27
235	0.27
236	0.27
237	0.27
238	0.27
239	0.27
240	0.27
241	0.27
242	0.27
243	0.27
244	0.27
245	0.27
246	0.27
247	0.27
248	0.27
249	0.27
250	0.27
251	0.27
252	0.27
253	0.27
254	0.27
255	0.27
256	0.27
257	0.27
258	0.27
259	0.27
260	0.27
261	0.27
262	0.27
263	0.27
264	0.27
265	0.27
266	0.27
267	0.27
268	0.27
269	0.27
270	10
271	10
272	10
273	10
274	10
275	10
276	10
277	10
278	10
279	10
280	10
281	10
282	10
283	10
284	10
285	10
286	10
287	10
288	10
289	10
290	10
291	10
292	10
293	10
294	10
295	10
296	10
297	10
298	10
299	10
300	10
301	10
302	10
303	10
304	10
305	10
306	10
307	10
308	10
309	10
310	10
311	10
312	10
313	10
314	10
315	10
316	10
317	10
318	10
319	10
320	10
321	10
322	10
323	10
324	10
325	10
326	10
327	0.2
328	0.2
329	0.2
330	0.2
331	0.2
332	0.2
333	0.2
334	0.2
335	0.2
336	0.2
337	0.2
338	0.2
339	0.2
340	0.2
341	0.2
342	0.2
343	0.2
344	0.2
345	0.2
346	0.2
347	0.2
348	0.2
349	0.2
350	0.2
351	0.2
352	0.2
353	0.2
354	0.2
355	0.2
356	0.2
357	0.2
358	0.2
359	0.2
360	0.2
361	0.2
362	0.2
363	0.2
364	0.2
365	0.2
366	0.2
367	0.2
368	0.2
369	0.2
370	0.2
371	0.2
372	0.2
373	0.2
374	0.2
375	0.2
376	0.3
377	0.3
378	0.3
379	0.3
380	0.3
381	0.3
382	0.3
383	0.3
384	0.3
385	0.3
386	0.3
387	0.3
388	0.3
389	0.3
390	0.3
391	0.3
392	0.3
393	0.3
394	0.3
395	0.3
396	0.3
397	0.3
398	0.3
399	0.3
400	0.3
401	0.3
402	0.3
403	0.3
404	0.3
405	0.3
406	0.3
407	0.3
408	0.3
409	0.3
410	0.3
411	0.3
412	0.3
413	0.3
414	0.3
415	0.3
416	0.3
417	0.3
418	0.3
419	0.3
420	0.3
421	0.3
422	0.3
423	10
424	10
425	10
426	10
427	10
428	10
429	10
430	10
431	10
432	10
433	10
434	10
435	10
436	10
437	10
438	10
439	10
440	10
441	10
442	10
443	10
444	10
445	10
446	10
